Genes,Trait
6307,Human
6222,Human
5710,Human
6419,Human
5946,Human
6290,Human
6365,Human
6156,Human
5729,Human
6453,Human
6325,Human
6588,Human
5951,Human
6527,Human
6173,Human
6541,Human
6146,Human
5657,Human
6226,Human
6519,Human
6129,Human
5863,Human
6326,Human
6338,Human
5583,Human
5769,Human
6385,Human
6220,Human
6046,Human
6030,Human
5918,Human
6429,Human
5845,Human
5634,Human
6079,Human
6805,Human
6124,Human
6334,Human
5673,Human
6219,Human
5421,Human
5775,Human
5436,Human
5750,Human
6539,Human
6306,Human
6324,Human
6144,Human
6629,Human
6512,Human
6630,Human
5629,Human
5855,Human
5897,Human
6579,Human
5718,Human
5712,Human
5720,Human
5723,Human
5709,Human
5993,Human
5655,Human
5900,Human
6355,Human
6086,Human
6140,Human
6019,Human
5762,Human
5839,Human
6578,Human
6592,Human
5833,Human
6580,Human
5685,Human
5948,Human
6144,Human
6421,Human
6164,Human
6332,Human
6527,Human
6125,Human
5795,Human
5793,Human
6324,Human
6824,Human
6269,Human
6288,Human
6718,Human
6421,Human
7111,Human
6813,Human
6244,Human
5667,Human
6108,Human
6395,Human
6113,Human
6116,Human
6531,Human
5795,Human
6049,Human
6587,Human
6593,Human
5979,Human
5962,Human
5911,Human
6405,Human
6060,Human
6218,Human
5912,Human
6236,Human
6400,Human
5736,Human
5723,Human
6318,Human
6133,Human
6189,Human
6191,Human
6173,Human
6174,Human
6365,Human
6459,Human
6434,Human
6378,Human
6556,Human
6544,Human
6535,Human
6084,Human
6304,Human
6695,Human
6266,Human
5632,Human
5786,Human
6492,Human
6164,Human
5661,Human
5735,Human
5946,Human
6074,Human
5946,Human
5699,Human
5816,Human
5761,Human
5992,Human
6232,Human
6211,Human
6205,Human
5941,Human
5951,Human
5965,Human
5964,Human
5954,Human
5947,Human
5974,Human
5949,Human
5955,Human
5949,Human
5961,Human
5944,Human
5946,Human
5952,Human
5945,Human
5947,Human
5942,Human
5946,Human
5949,Human
5995,Human
6048,Human
6030,Human
6514,Human
6192,Human
6345,Human
6163,Human
5971,Human
5974,Human
5904,Human
5949,Human
5985,Human
5986,Human
5938,Human
5697,Human
5923,Human
5994,Human
5977,Human
5963,Human
6205,Human
5777,Human
5713,Human
6779,Human
5920,Human
5767,Human
5804,Human
6130,Human
5877,Human
6733,Human
6738,Human
6698,Human
6649,Human
6736,Human
6739,Human
6732,Human
6730,Human
6733,Human
6740,Human
6662,Human
6601,Human
6587,Human
6473,Human
6338,Human
5771,Human
6102,Human
6162,Human
6381,Human
5662,Human
5362,Human
5951,Human
5813,Human
5841,Human
5946,Human
5693,Human
6267,Human
5771,Human
6241,Human
5725,Human
5930,Human
5707,Human
5681,Human
5738,Human
5789,Human
5797,Human
6045,Human
5783,Human
6482,Human
6553,Human
6489,Human
6138,Human
6293,Human
5910,Human
5813,Human
5817,Human
5854,Human
5869,Human
5897,Human
6281,Human
5924,Human
6608,Human
6230,Human
5689,Human
5731,Human
6598,Human
6207,Human
5755,Human
5742,Human
6341,Human
6148,Human
5861,Human
6285,Human
6164,Human
5737,Human
6048,Human
5805,Human
5925,Human
5789,Human
5811,Human
5735,Human
6047,Human
5695,Human
6032,Human
6066,Human
6029,Human
6029,Human
6070,Human
6079,Human
6065,Human
6426,Human
6105,Human
6192,Human
6267,Human
6589,Human
6271,Human
6359,Human
6066,Human
5898,Human
6512,Human
5790,Human
6245,Human
6244,Human
5855,Human
6459,Human
6607,Human
5731,Human
6210,Human
5710,Human
6805,Human
6705,Human
6158,Human
6218,Human
6557,Human
6376,Human
6081,Human
6379,Human
5745,Human
6319,Human
6145,Human
6134,Human
6505,Human
6619,Human
6611,Human
6609,Human
5771,Human
6303,Human
6289,Human
6611,Human
6645,Human
6321,Human
5700,Human
6708,Human
6055,Human
6269,Human
6222,Human
5668,Human
5792,Human
6730,Human
6264,Human
6256,Human
5810,Human
6392,Human
6622,Human
6035,Human
5685,Human
6727,Human
5585,Human
6271,Human
6195,Human
5837,Human
5951,Human
6233,Human
5842,Human
6266,Human
6001,Human
5953,Human
5872,Human
5931,Human
5823,Human
5715,Human
6237,Human
5980,Human
6446,Human
6158,Human
5780,Human
6418,Human
5941,Human
6153,Human
6040,Human
6391,Human
6247,Human
6063,Human
6217,Human
6440,Human
6204,Human
6856,Human
5833,Human
6285,Human
6258,Human
5981,Human
5846,Human
6264,Human
6306,Human
5820,Human
6133,Human
5942,Human
6028,Human
6164,Human
5790,Human
6380,Human
6482,Human
6390,Human
6665,Human
6197,Human
6217,Human
6203,Human
6188,Human
6145,Human
6368,Human
5941,Human
6396,Human
6209,Human
5832,Human
5842,Human
6165,Human
6212,Human
5821,Human
5914,Human
5742,Human
5804,Human
5857,Human
5863,Human
5785,Human
6210,Human
5942,Human
5949,Human
5753,Human
5746,Human
5750,Human
5735,Human
6029,Human
5943,Human
6029,Human
5948,Human
5792,Human
5757,Human
6043,Human
6037,Human
5942,Human
6112,Human
6106,Human
5794,Human
6207,Human
6067,Human
6076,Human
6073,Human
6169,Human
6075,Human
5947,Human
5879,Human
5934,Human
5934,Human
5954,Human
5931,Human
5900,Human
5869,Human
5889,Human
5869,Human
5882,Human
5866,Human
5880,Human
5885,Human
5884,Human
5884,Human
5880,Human
5870,Human
5868,Human
5885,Human
5890,Human
5888,Human
5903,Human
5899,Human
5878,Human
5887,Human
5894,Human
5891,Human
5927,Human
5902,Human
5946,Human
5944,Human
5924,Human
5887,Human
5877,Human
5887,Human
5888,Human
5892,Human
5897,Human
5900,Human
5892,Human
5896,Human
5890,Human
5869,Human
5883,Human
5883,Human
5871,Human
5875,Human
5883,Human
5889,Human
5886,Human
5878,Human
5892,Human
5872,Human
5871,Human
5895,Human
5888,Human
5889,Human
5888,Human
5875,Human
5874,Human
5879,Human
5880,Human
5894,Human
5885,Human
5876,Human
5858,Human
5896,Human
5880,Human
5878,Human
5886,Human
5883,Human
5845,Human
5886,Human
5885,Human
5870,Human
5879,Human
5880,Human
5899,Human
5874,Human
5891,Human
5933,Human
6026,Human
5912,Human
6344,Human
6222,Human
5671,Human
5795,Human
5502,Human
5857,Human
6288,Human
6375,Human
6057,Human
6151,Human
6161,Human
6379,Human
6437,Human
6166,Human
6317,Human
6319,Human
6262,Human
6278,Human
6301,Human
6264,Human
6299,Human
6274,Human
6426,Human
6161,Human
5977,Human
5974,Human
6161,Human
6122,Human
6023,Human
5790,Human
6223,Human
6326,Human
6156,Human
5762,Human
5809,Human
6425,Human
6680,Human
6393,Human
6578,Human
6478,Human
6394,Human
6546,Human
6148,Human
6179,Human
6832,Human
6511,Human
6406,Human
6417,Human
5836,Human
6592,Human
6328,Human
6514,Human
6457,Human
6512,Human
6545,Human
6512,Human
6369,Human
6385,Human
6488,Human
6619,Human
7434,Human
6392,Human
6488,Human
6630,Human
6314,Human
6319,Human
6551,Human
6424,Human
6328,Human
6392,Human
6680,Human
6337,Human
6607,Human
6397,Human
6034,Human
6078,Human
6089,Human
5910,Human
5883,Human
5885,Human
6175,Human
6153,Human
6233,Human
5770,Human
5708,Human
5682,Human
5916,Human
5928,Human
5967,Human
6626,Human
6469,Human
6392,Human
6471,Human
6292,Human
6093,Human
6103,Human
6108,Human
6101,Human
6105,Human
6073,Human
5985,Human
6106,Human
6082,Human
6094,Human
6094,Human
6130,Human
6078,Human
6081,Human
6073,Human
6075,Human
6101,Human
6113,Human
6107,Human
6087,Human
6085,Human
6078,Human
6324,Human
6302,Human
6462,Human
6340,Human
5958,Human
5941,Human
6256,Human
6044,Human
6097,Human
6607,Human
5828,Human
5798,Human
5840,Human
5843,Human
6382,Human
6130,Human
6679,Human
6523,Human
6772,Human
5765,Human
6239,Human
5835,Human
5840,Human
5846,Human
5791,Human
6520,Human
6384,Human
7056,Human
5847,Human
5813,Human
6215,Human
6142,Human
6265,Human
6243,Human
5854,Human
5776,Human
6410,Human
5547,Human
5690,Human
6159,Human
6536,Human
6974,Human
6395,Human
6486,Human
6554,Human
6298,Human
6501,Human
5858,Human
5823,Human
6225,Human
6398,Human
6540,Human
6385,Human
5954,Human
5999,Human
5591,Human
5826,Human
5802,Human
5801,Human
5849,Human
6399,Human
6538,Human
6227,Human
6396,Human
6362,Human
5462,Human
5512,Human
5837,Human
6100,Human
4400,Human
4324,Human
4398,Human
4401,Human
4398,Human
4400,Human
4461,Human
4467,Human
4978,Human
4410,Human
5784,Human
5675,Human
4317,Human
4196,Human
6214,Human
5790,Human
5955,Human
5915,Human
5400,Human
5351,Human
5897,Human
5322,Human
5737,Human
5730,Human
4787,Human
5920,Human
5475,Human
6024,Human
5992,Human
5705,Human
5544,Human
5459,Human
5083,Human
5422,Human
5378,Human
5327,Human
5389,Human
5322,Human
5415,Human
5878,Human
4712,Human
6818,Human
4667,Human
4753,Human
4232,Human
6047,Human
4893,Human
5434,Human
5686,Human
5038,Human
6082,Human
5711,Human
6096,Human
6107,Human
5688,Human
5732,Human
6172,Human
5844,Human
5823,Human
5529,Human
5538,Human
5787,Human
6265,Human
6067,Human
5092,Human
5611,Human
5170,Human
5805,Human
5324,Human
4721,Human
6379,Human
4246,Human
4291,Human
4001,Human
4288,Human
3821,Human
5845,Human
5965,Human
5383,Human
5989,Non_Host_Associated
5810,Non_Host_Associated
5523,Non_Host_Associated
6493,Non_Host_Associated
5752,Non_Host_Associated
6851,Non_Host_Associated
6567,Non_Host_Associated
6391,Non_Host_Associated
5814,Non_Host_Associated
6625,Non_Host_Associated
6775,Non_Host_Associated
5870,Non_Host_Associated
6047,Non_Host_Associated
6522,Non_Host_Associated
5914,Non_Host_Associated
5752,Non_Host_Associated
6630,Non_Host_Associated
5940,Non_Host_Associated
5797,Non_Host_Associated
5799,Non_Host_Associated
5738,Non_Host_Associated
5663,Non_Host_Associated
5785,Non_Host_Associated
5945,Non_Host_Associated
5871,Non_Host_Associated
5767,Non_Host_Associated
5792,Non_Host_Associated
5817,Non_Host_Associated
5889,Non_Host_Associated
5963,Non_Host_Associated
5723,Non_Host_Associated
5867,Non_Host_Associated
5924,Non_Host_Associated
5676,Non_Host_Associated
5684,Non_Host_Associated
5961,Non_Host_Associated
5815,Non_Host_Associated
6345,Non_Host_Associated
5680,Non_Host_Associated
5864,Non_Host_Associated
5773,Non_Host_Associated
5947,Non_Host_Associated
5816,Non_Host_Associated
5872,Non_Host_Associated
5863,Non_Host_Associated
5809,Non_Host_Associated
6109,Non_Host_Associated
5799,Non_Host_Associated
5815,Non_Host_Associated
5739,Non_Host_Associated
5775,Non_Host_Associated
6143,Non_Host_Associated
5933,Non_Host_Associated
6511,Non_Host_Associated
6362,Non_Host_Associated
5718,Non_Host_Associated
5754,Non_Host_Associated
5634,Non_Host_Associated
6299,Non_Host_Associated
5800,Non_Host_Associated
6464,Non_Host_Associated
5835,Non_Host_Associated
6245,Non_Host_Associated
6541,Non_Host_Associated
6453,Non_Host_Associated
5888,Non_Host_Associated
6088,Non_Host_Associated
5808,Non_Host_Associated
6442,Non_Host_Associated
6326,Non_Host_Associated
5921,Non_Host_Associated
6480,Non_Host_Associated
6480,Non_Host_Associated
6380,Non_Host_Associated
6329,Non_Host_Associated
5757,Non_Host_Associated
5968,Non_Host_Associated
6016,Non_Host_Associated
5956,Non_Host_Associated
6470,Non_Host_Associated
6088,Non_Host_Associated
6090,Non_Host_Associated
6001,Non_Host_Associated
5794,Non_Host_Associated
5750,Non_Host_Associated
5867,Non_Host_Associated
5781,Non_Host_Associated
5786,Non_Host_Associated
6652,Non_Host_Associated
6664,Non_Host_Associated
6649,Non_Host_Associated
6394,Non_Host_Associated
6347,Non_Host_Associated
6317,Non_Host_Associated
5763,Non_Host_Associated
5829,Non_Host_Associated
5771,Non_Host_Associated
5719,Non_Host_Associated
5771,Non_Host_Associated
5770,Non_Host_Associated
6037,Non_Host_Associated
5732,Non_Host_Associated
5797,Non_Host_Associated
5796,Non_Host_Associated
5805,Non_Host_Associated
6137,Non_Host_Associated
6582,Non_Host_Associated
6314,Non_Host_Associated
6282,Non_Host_Associated
6290,Non_Host_Associated
5653,Non_Host_Associated
5888,Non_Host_Associated
5898,Non_Host_Associated
5905,Non_Host_Associated
6394,Non_Host_Associated
6405,Non_Host_Associated
6579,Non_Host_Associated
5741,Non_Host_Associated
6103,Non_Host_Associated
6228,Non_Host_Associated
6344,Non_Host_Associated
6069,Non_Host_Associated
6291,Non_Host_Associated
6296,Non_Host_Associated
6394,Non_Host_Associated
6496,Non_Host_Associated
6315,Non_Host_Associated
6613,Non_Host_Associated
6493,Non_Host_Associated
6531,Non_Host_Associated
6169,Non_Host_Associated
6267,Non_Host_Associated
6427,Non_Host_Associated
6438,Non_Host_Associated
6070,Non_Host_Associated
6242,Non_Host_Associated
6211,Non_Host_Associated
6226,Non_Host_Associated
6483,Non_Host_Associated
6212,Non_Host_Associated
6035,Non_Host_Associated
6009,Non_Host_Associated
6394,Non_Host_Associated
5896,Non_Host_Associated
5942,Non_Host_Associated
5949,Non_Host_Associated
5951,Non_Host_Associated
5794,Non_Host_Associated
6485,Non_Host_Associated
6355,Non_Host_Associated
5696,Non_Host_Associated
6433,Non_Host_Associated
6289,Non_Host_Associated
6293,Non_Host_Associated
5877,Non_Host_Associated
5944,Non_Host_Associated
5724,Non_Host_Associated
5921,Non_Host_Associated
5909,Non_Host_Associated
5903,Non_Host_Associated
5905,Non_Host_Associated
5901,Non_Host_Associated
5915,Non_Host_Associated
5919,Non_Host_Associated
5918,Non_Host_Associated
5900,Non_Host_Associated
5911,Non_Host_Associated
5986,Non_Host_Associated
5971,Non_Host_Associated
5986,Non_Host_Associated
5980,Non_Host_Associated
5987,Non_Host_Associated
5724,Non_Host_Associated
5746,Non_Host_Associated
5769,Non_Host_Associated
5741,Non_Host_Associated
5779,Non_Host_Associated
6061,Non_Host_Associated
6398,Non_Host_Associated
6488,Non_Host_Associated
6384,Non_Host_Associated
6581,Non_Host_Associated
6390,Non_Host_Associated
6479,Non_Host_Associated
6238,Non_Host_Associated
6241,Non_Host_Associated
6400,Non_Host_Associated
5853,Non_Host_Associated
5788,Non_Host_Associated
6272,Non_Host_Associated
5548,Non_Host_Associated
6176,Non_Host_Associated
5834,Non_Host_Associated
6774,Non_Host_Associated
6293,Non_Host_Associated
6352,Non_Host_Associated
5848,Non_Host_Associated
5844,Non_Host_Associated
5846,Non_Host_Associated
5717,Non_Host_Associated
5718,Non_Host_Associated
5953,Non_Host_Associated
5951,Non_Host_Associated
5954,Non_Host_Associated
6206,Non_Host_Associated
6202,Non_Host_Associated
6202,Non_Host_Associated
5692,Non_Host_Associated
5897,Non_Host_Associated
6157,Non_Host_Associated
6258,Non_Host_Associated
5782,Non_Host_Associated
5866,Non_Host_Associated
6239,Non_Host_Associated
6261,Non_Host_Associated
5985,Non_Host_Associated
6112,Non_Host_Associated
6337,Non_Host_Associated
6047,Non_Host_Associated
6216,Non_Host_Associated
6313,Non_Host_Associated
5870,Non_Host_Associated
6169,Non_Host_Associated
5878,Non_Host_Associated
5922,Non_Host_Associated
6499,Non_Host_Associated
6224,Non_Host_Associated
6297,Non_Host_Associated
6113,Non_Host_Associated
6455,Non_Host_Associated
5736,Non_Host_Associated
6214,Non_Host_Associated
6300,Non_Host_Associated
5773,Non_Host_Associated
4439,Non_Host_Associated
4649,Non_Host_Associated
4025,Non_Host_Associated
4800,Non_Host_Associated
4851,Non_Host_Associated
4912,Non_Host_Associated
3943,Non_Host_Associated
5819,Non_Host_Associated
6022,Non_Host_Associated
6245,Non_Host_Associated
6253,Non_Host_Associated
6238,Non_Host_Associated
6254,Non_Host_Associated
6256,Non_Host_Associated
4268,Non_Host_Associated
4598,Non_Host_Associated
5134,Non_Host_Associated
6000,Non_Host_Associated
6071,Non_Host_Associated
3506,Non_Host_Associated
5810,Non_Host_Associated
5541,Non_Host_Associated
5774,Non_Host_Associated
5543,Non_Host_Associated
5830,Non_Host_Associated
6058,Non_Host_Associated
6084,Non_Host_Associated
5886,Non_Host_Associated
5144,Non_Host_Associated
6331,Non_Host_Associated
5976,Non_Host_Associated
6072,Non_Host_Associated
5411,Non_Host_Associated
3032,Non_Host_Associated
5815,Non_Host_Associated
6444,Non_Host_Associated
6082,Non_Host_Associated
6573,Non_Host_Associated
6294,Non_Host_Associated
4850,Non_Host_Associated
5014,Non_Host_Associated
5023,Non_Host_Associated
4766,Non_Host_Associated
4725,Non_Host_Associated
4788,Non_Host_Associated
5024,Non_Host_Associated
6188,Non_Host_Associated
5468,Non_Host_Associated
3446,Non_Host_Associated
6017,Non_Host_Associated
6444,Non_Host_Associated
6477,Non_Host_Associated
6026,Non_Host_Associated
6167,Non_Host_Associated
6178,Non_Host_Associated
6188,Non_Host_Associated
4427,Non_Host_Associated
4369,Non_Host_Associated
4422,Non_Host_Associated
4705,Non_Host_Associated
5319,Non_Host_Associated
5359,Non_Host_Associated
5134,Non_Host_Associated
6091,Non_Host_Associated
5538,Non_Host_Associated
5478,Non_Host_Associated
5552,Non_Host_Associated
4874,Non_Host_Associated
5883,Non_Host_Associated
5940,Non_Host_Associated
5509,Non_Host_Associated
5698,Non_Host_Associated
4528,Non_Host_Associated
5356,Non_Host_Associated
5333,Non_Host_Associated
4791,Non_Host_Associated
6863,Non_Host_Associated
6127,Non_Host_Associated
4616,Non_Host_Associated
4705,Non_Host_Associated
6589,Non_Host_Associated
5228,Non_Host_Associated
5746,Non_Host_Associated
6524,Non_Host_Associated
5431,Non_Host_Associated
5609,Non_Host_Associated
4975,Non_Host_Associated
5453,Non_Host_Associated
6226,Non_Host_Associated
5559,Non_Host_Associated
5559,Non_Host_Associated
5690,Non_Host_Associated
5726,Non_Host_Associated
5088,Non_Host_Associated
5954,Non_Host_Associated
3495,Non_Host_Associated
5156,Non_Host_Associated
4383,Non_Host_Associated
4504,Non_Host_Associated
6071,Non_Host_Associated
6084,Non_Host_Associated
5496,Non_Host_Associated
5166,Non_Host_Associated
5875,Non_Host_Associated
6504,Non_Host_Associated
6322,Non_Host_Associated
5916,Non_Host_Associated
4385,Non_Host_Associated
6511,Non_Host_Associated
4802,Non_Host_Associated
6069,Non_Host_Associated
6070,Non_Host_Associated
6071,Non_Host_Associated
5205,Non_Host_Associated
5305,Non_Host_Associated
6267,Non_Host_Associated
4900,Non_Host_Associated
4899,Non_Host_Associated
4709,Non_Host_Associated
5753,Non_Host_Associated
4575,Non_Host_Associated
5489,Non_Host_Associated
6258,Non_Host_Associated
5761,Non_Host_Associated
5216,Non_Host_Associated
5662,Non_Host_Associated
5002,Non_Host_Associated
5885,Non_Host_Associated
5608,Non_Host_Associated
6229,Non_Host_Associated
5843,Non_Host_Associated
5840,Non_Host_Associated
6615,Non_Host_Associated
5850,Non_Host_Associated
5628,Non_Host_Associated
5853,Non_Host_Associated
5794,Non_Host_Associated
5228,Non_Host_Associated
5885,Non_Host_Associated
6428,Non_Host_Associated
5808,Non_Host_Associated
5599,Non_Host_Associated
5223,Non_Host_Associated
4999,Non_Host_Associated
6068,Non_Host_Associated
5793,Non_Host_Associated
5000,Non_Host_Associated
5597,Non_Host_Associated
6231,Non_Host_Associated
6477,Non_Host_Associated
5000,Non_Host_Associated
5613,Non_Host_Associated
5809,Non_Host_Associated
5810,Non_Host_Associated
5807,Non_Host_Associated
5695,Non_Host_Associated
5698,Non_Host_Associated
6253,Non_Host_Associated
5888,Non_Host_Associated
5885,Non_Host_Associated
5894,Non_Host_Associated
5889,Non_Host_Associated
5889,Non_Host_Associated
5881,Non_Host_Associated
5890,Non_Host_Associated
5891,Non_Host_Associated
5884,Non_Host_Associated
5892,Non_Host_Associated
6256,Non_Host_Associated
6258,Non_Host_Associated
5884,Non_Host_Associated
5885,Non_Host_Associated
5876,Non_Host_Associated
5890,Non_Host_Associated
5885,Non_Host_Associated
6235,Non_Host_Associated
5798,Non_Host_Associated
6257,Non_Host_Associated
6114,Non_Host_Associated
5991,Non_Host_Associated
6480,Non_Host_Associated
5601,Non_Host_Associated
5765,Non_Host_Associated
5880,Non_Host_Associated
6682,Non_Host_Associated
6684,Non_Host_Associated
6680,Non_Host_Associated
6674,Non_Host_Associated
6693,Non_Host_Associated
6694,Non_Host_Associated
6693,Non_Host_Associated
6694,Non_Host_Associated
6693,Non_Host_Associated
6689,Non_Host_Associated
6702,Non_Host_Associated
6251,Non_Host_Associated
6654,Non_Host_Associated
6483,Non_Host_Associated
5890,Non_Host_Associated
5886,Non_Host_Associated
5221,Non_Host_Associated
6228,Non_Host_Associated
5884,Non_Host_Associated
6469,Non_Host_Associated
5877,Non_Host_Associated
6066,Non_Host_Associated
5869,Non_Host_Associated
5525,Non_Host_Associated
5602,Non_Host_Associated
5875,Non_Host_Associated
6408,Non_Host_Associated
5857,Non_Host_Associated
6232,Non_Host_Associated
6233,Non_Host_Associated
6262,Non_Host_Associated
6748,Non_Host_Associated
6077,Non_Host_Associated
6480,Non_Host_Associated
5871,Non_Host_Associated
6068,Non_Host_Associated
6478,Non_Host_Associated
6468,Non_Host_Associated
6659,Non_Host_Associated
6476,Non_Host_Associated
6481,Non_Host_Associated
6483,Non_Host_Associated
5875,Non_Host_Associated
5000,Non_Host_Associated
5991,Non_Host_Associated
5992,Non_Host_Associated
5990,Non_Host_Associated
5788,Non_Host_Associated
5846,Non_Host_Associated
5734,Non_Host_Associated
4808,Non_Host_Associated
5882,Non_Host_Associated
6056,Non_Host_Associated
5336,Non_Host_Associated
6043,Non_Host_Associated
5557,Non_Host_Associated
5560,Non_Host_Associated
5885,Non_Host_Associated
6052,Non_Host_Associated
6562,Non_Host_Associated
5982,Non_Host_Associated
6755,Non_Host_Associated
6477,Non_Host_Associated
5222,Non_Host_Associated
6252,Non_Host_Associated
6748,Non_Host_Associated
6756,Non_Host_Associated
5002,Non_Host_Associated
6258,Non_Host_Associated
6637,Non_Host_Associated
6752,Non_Host_Associated
6802,Non_Host_Associated
6758,Non_Host_Associated
6759,Non_Host_Associated
5228,Non_Host_Associated
5817,Non_Host_Associated
6550,Non_Host_Associated
6559,Non_Host_Associated
6254,Non_Host_Associated
6325,Non_Host_Associated
4230,Non_Host_Associated
4618,Non_Host_Associated
3971,Non_Host_Associated
2868,Non_Host_Associated
4333,Non_Host_Associated
5896,Non_Host_Associated
5902,Non_Host_Associated
4674,Non_Host_Associated
4078,Non_Host_Associated
4068,Non_Host_Associated
4350,Non_Host_Associated
4167,Non_Host_Associated
4616,Non_Host_Associated
4099,Non_Host_Associated
4442,Non_Host_Associated
4572,Non_Host_Associated
4238,Non_Host_Associated
4305,Non_Host_Associated
4168,Non_Host_Associated
5270,Non_Host_Associated
5155,Non_Host_Associated
5152,Non_Host_Associated
5370,Non_Host_Associated
5309,Non_Host_Associated
5198,Non_Host_Associated
5070,Non_Host_Associated
5578,Non_Host_Associated
5438,Non_Host_Associated
5393,Non_Host_Associated
5204,Non_Host_Associated
6649,Non_Host_Associated
6220,Non_Host_Associated
6218,Non_Host_Associated
5147,Non_Host_Associated
4719,Non_Host_Associated
6724,Non_Host_Associated
6342,Non_Host_Associated
5925,Non_Host_Associated
5930,Non_Host_Associated
5934,Non_Host_Associated
5929,Non_Host_Associated
5939,Non_Host_Associated
5934,Non_Host_Associated
5934,Non_Host_Associated
5923,Non_Host_Associated
5933,Non_Host_Associated
5850,Non_Host_Associated
5926,Non_Host_Associated
5624,Non_Host_Associated
5835,Non_Host_Associated
6085,Non_Host_Associated
6337,Non_Host_Associated
6092,Non_Host_Associated
5888,Non_Host_Associated
5784,Non_Host_Associated
5873,Non_Host_Associated
5654,Non_Host_Associated
5847,Non_Host_Associated
5972,Non_Host_Associated
5844,Non_Host_Associated
5857,Non_Host_Associated
6488,Non_Host_Associated
6313,Non_Host_Associated
5820,Non_Host_Associated
5496,Non_Host_Associated
5853,Non_Host_Associated
5852,Non_Host_Associated
5832,Non_Host_Associated
5872,Non_Host_Associated
6165,Non_Host_Associated
5775,Non_Host_Associated
6333,Non_Host_Associated
5804,Non_Host_Associated
5969,Non_Host_Associated
5960,Non_Host_Associated
5968,Non_Host_Associated
5960,Non_Host_Associated
5742,Non_Host_Associated
5775,Non_Host_Associated
5828,Non_Host_Associated
5889,Non_Host_Associated
5811,Non_Host_Associated
5806,Non_Host_Associated
5507,Non_Host_Associated
5656,Non_Host_Associated
5652,Non_Host_Associated
5655,Non_Host_Associated
5870,Non_Host_Associated
5865,Non_Host_Associated
5867,Non_Host_Associated
5938,Non_Host_Associated
5938,Non_Host_Associated
5939,Non_Host_Associated
5651,Non_Host_Associated
5652,Non_Host_Associated
5649,Non_Host_Associated
5863,Non_Host_Associated
4965,Non_Host_Associated
5273,Non_Host_Associated
6646,Non_Host_Associated
6652,Non_Host_Associated
6653,Non_Host_Associated
6643,Non_Host_Associated
6250,Non_Host_Associated
6381,Non_Host_Associated
5148,Non_Host_Associated
6180,Non_Host_Associated
6092,Non_Host_Associated
5763,Non_Host_Associated
6519,Non_Host_Associated
5831,Non_Host_Associated
5304,Non_Host_Associated
5977,Non_Host_Associated
5970,Non_Host_Associated
5985,Non_Host_Associated
5490,Non_Host_Associated
6112,Non_Host_Associated
7901,Non_Host_Associated
6042,Non_Host_Associated
5856,Non_Host_Associated
5987,Non_Host_Associated
5895,Non_Host_Associated
6041,Non_Host_Associated
6019,Non_Host_Associated
5976,Non_Host_Associated
6222,Non_Host_Associated
6139,Non_Host_Associated
6090,Non_Host_Associated
6057,Non_Host_Associated
6248,Non_Host_Associated
6399,Non_Host_Associated
5508,Non_Host_Associated
6036,Non_Host_Associated
6403,Non_Host_Associated
4824,Non_Host_Associated
5212,Non_Host_Associated
5367,Non_Host_Associated
5001,Non_Host_Associated
5478,Non_Host_Associated
5761,Non_Host_Associated
5859,Non_Host_Associated
5524,Non_Host_Associated
5278,Non_Host_Associated
5267,Non_Host_Associated
5232,Non_Host_Associated
5563,Non_Host_Associated
5807,Non_Host_Associated
5584,Non_Host_Associated
6056,Non_Host_Associated
5753,Non_Host_Associated
5775,Non_Host_Associated
6176,Non_Host_Associated
5721,Non_Host_Associated
5568,Non_Host_Associated
5803,Non_Host_Associated
5570,Non_Host_Associated
5981,Non_Host_Associated
5380,Non_Host_Associated
4582,Non_Host_Associated
4557,Non_Host_Associated
4148,Non_Host_Associated
5816,Non_Host_Associated
6499,Non_Host_Associated
6380,Non_Host_Associated
6242,Non_Host_Associated
6157,Non_Host_Associated
5642,Non_Host_Associated
5678,Non_Host_Associated
5904,Non_Host_Associated
5841,Non_Host_Associated
5822,Non_Host_Associated
6073,Non_Host_Associated
6181,Non_Host_Associated
5510,Non_Host_Associated
5771,Non_Host_Associated
5703,Non_Host_Associated
5896,Non_Host_Associated
5676,Non_Host_Associated
5653,Non_Host_Associated
5726,Non_Host_Associated
5878,Non_Host_Associated
5865,Non_Host_Associated
6291,Non_Host_Associated
4705,Non_Host_Associated
5236,Non_Host_Associated
5597,Non_Host_Associated
5978,Non_Host_Associated
5282,Non_Host_Associated
5282,Non_Host_Associated
5769,Non_Host_Associated
4899,Non_Host_Associated
5809,Non_Host_Associated
6087,Non_Host_Associated
4529,Non_Host_Associated
5199,Non_Host_Associated
5277,Non_Host_Associated
5190,Non_Host_Associated
6018,Non_Host_Associated
6167,Non_Host_Associated
6139,Non_Host_Associated
6051,Non_Host_Associated
6057,Non_Host_Associated
6291,Non_Host_Associated
6257,Non_Host_Associated
6175,Non_Host_Associated
6071,Non_Host_Associated
4650,Non_Host_Associated
5436,Non_Host_Associated
5040,Non_Host_Associated
6205,Non_Host_Associated
5386,Non_Host_Associated
5357,Non_Host_Associated
5444,Non_Host_Associated
5714,Non_Host_Associated
5972,Non_Host_Associated
5566,Non_Host_Associated
4973,Non_Host_Associated
5278,Non_Host_Associated
5065,Non_Host_Associated
5231,Non_Host_Associated
5577,Non_Host_Associated
5142,Non_Host_Associated
