,Mammalia
Pseudomonas_aeruginosa_PsVir01,0
Pseudomonas_aeruginosa_PsVir02,0
Pseudomonas_aeruginosa_R._Hugh_813_ATCC_97,0
Pseudomonas_aeruginosa_RNS_PA46,0
Pseudomonas_aeruginosa_RNS_PA51_6996,0
Pseudomonas_aeruginosa_RNS_PA65_6194,0
Pseudomonas_aeruginosa_RNS_PA69_6649,0
Pseudomonas_aeruginosa_RNS_PA92_6546,0
Pseudomonas_aeruginosa_S-Pae_5459,0
Pseudomonas_aeruginosa_S04_90,0
Pseudomonas_aeruginosa_S122_C02_RS_6446,0
Pseudomonas_aeruginosa_S137_C02_RS_6638,0
Pseudomonas_aeruginosa_S143_C02_RS_6904,0
Pseudomonas_aeruginosa_S1983_10332,0
Pseudomonas_aeruginosa_S220_C06_RS_6572,0
Pseudomonas_aeruginosa_S35004,0
Pseudomonas_aeruginosa_S39_C01_BS_6008,0
Pseudomonas_aeruginosa_S402_C09_RS_6265,0
Pseudomonas_aeruginosa_S422_C09_BS_5934,0
Pseudomonas_aeruginosa_S426_C09_BS_7010,0
Pseudomonas_aeruginosa_S49_C01_BS_7011,0
Pseudomonas_aeruginosa_S518_C10_BS_6862,0
Pseudomonas_aeruginosa_S53_C01_BS_6946,0
Pseudomonas_aeruginosa_S54485,0
Pseudomonas_aeruginosa_S558_C10_BS_5984,0
Pseudomonas_aeruginosa_S567_C10_BS_6501,0
Pseudomonas_aeruginosa_S57_C01_BS_6087,0
Pseudomonas_aeruginosa_S61_C01_BS_6021,0
Pseudomonas_aeruginosa_S611_C13_RS_6838,0
Pseudomonas_aeruginosa_S619_C13_RS_6824,0
Pseudomonas_aeruginosa_S625_C13_RS_6911,0
Pseudomonas_aeruginosa_S749_C15_RS_6438,0
Pseudomonas_aeruginosa_S769_C16_RS_7296,0
Pseudomonas_aeruginosa_S782_C16_RS_5922,0
Pseudomonas_aeruginosa_S787_C16_RS_5998,0
Pseudomonas_aeruginosa_S794_C17_BS_5810,0
Pseudomonas_aeruginosa_S811_C17_BS_6582,0
Pseudomonas_aeruginosa_S819_C17_BS_6661,0
Pseudomonas_aeruginosa_S823_C17_RS_6185,0
Pseudomonas_aeruginosa_SCH_ABX04_5128,0
Pseudomonas_aeruginosa_SCH_ABX05_5199,0
Pseudomonas_aeruginosa_SCH_ABX06_5249,0
Pseudomonas_aeruginosa_SCH_ABX07_5311,0
Pseudomonas_aeruginosa_SCH_ABX19_5979,0
Pseudomonas_aeruginosa_SCH_ABX20_5080,0
Pseudomonas_aeruginosa_SCV20265,0
Pseudomonas_aeruginosa_SMC1585_10556,0
Pseudomonas_aeruginosa_SMC1587_10555,0
Pseudomonas_aeruginosa_SMC1595_10554,0
Pseudomonas_aeruginosa_SMC1596_10531,0
Pseudomonas_aeruginosa_SMC4386,0
Pseudomonas_aeruginosa_SMC4389,0
Pseudomonas_aeruginosa_SMC5450_10553,0
Pseudomonas_aeruginosa_SMC5451_10529,0
Pseudomonas_aeruginosa_So098_10143,0
Pseudomonas_aeruginosa_SP2230_10393,0
Pseudomonas_aeruginosa_SP4371_10392,0
Pseudomonas_aeruginosa_SP4527_10694,0
Pseudomonas_aeruginosa_SP4528_9945,0
Pseudomonas_aeruginosa_TNCF_10_5670,0
Pseudomonas_aeruginosa_TNCF_101_5303,0
Pseudomonas_aeruginosa_TNCF_105_5713,0
Pseudomonas_aeruginosa_TNCF_106_4963,0
Pseudomonas_aeruginosa_TNCF_109_5527,0
Pseudomonas_aeruginosa_TNCF_10M_5133,0
Pseudomonas_aeruginosa_TNCF_12_5395,0
Pseudomonas_aeruginosa_TNCF_151_5624,0
Pseudomonas_aeruginosa_TNCF_151M_5499,0
Pseudomonas_aeruginosa_TNCF_154_5246,0
Pseudomonas_aeruginosa_TNCF_155_5296,0
Pseudomonas_aeruginosa_TNCF_165_5676,0
Pseudomonas_aeruginosa_TNCF_23_5568,0
Pseudomonas_aeruginosa_TNCF_23M_5725,0
Pseudomonas_aeruginosa_TNCF_32_5379,0
Pseudomonas_aeruginosa_TNCF_32M_5490,0
Pseudomonas_aeruginosa_TNCF_68_5431,0
Pseudomonas_aeruginosa_TNCF_69_5159,0
Pseudomonas_aeruginosa_TNCF_76_5125,0
Pseudomonas_aeruginosa_TNCF_7M_5102,0
Pseudomonas_aeruginosa_TNCF_85_5652,0
Pseudomonas_aeruginosa_TNCF_88M_5098,0
Pseudomonas_aeruginosa_TRN6592_5444,0
Pseudomonas_aeruginosa_TRN6635_5494,0
Pseudomonas_aeruginosa_TRN6637_5299,0
Pseudomonas_aeruginosa_TRN6649_5525,0
Pseudomonas_aeruginosa_Tu863_10148,0
Pseudomonas_aeruginosa_TuD199_10097,0
Pseudomonas_aeruginosa_TUEPA7472_6436,0
Pseudomonas_aeruginosa_UQCCR_35166-1996_AC02_6339,0
Pseudomonas_aeruginosa_UQCCR_364724162_AA73_5982,0
Pseudomonas_aeruginosa_UQCCR_393788042_K_AB94_6154,0
Pseudomonas_aeruginosa_Us411_10157,0
Pseudomonas_aeruginosa_VA-134,0
Pseudomonas_aeruginosa_VD171_7248,0
Pseudomonas_aeruginosa_VD329_6512,0
Pseudomonas_aeruginosa_VRFPA02,0
Pseudomonas_aeruginosa_VRFPA04,0
Pseudomonas_aeruginosa_VRFPA05,0
Pseudomonas_aeruginosa_VRFPA06,0
Pseudomonas_aeruginosa_VRFPA07,0
Pseudomonas_aeruginosa_WCHPA075017_6413,0
Pseudomonas_aeruginosa_WCHPA075019_6412,0
Pseudomonas_aeruginosa_WCHPA075022_7236,0
Pseudomonas_aeruginosa_WCHPA075056_6170,0
Pseudomonas_aeruginosa_WCHPA075063_6098,0
Pseudomonas_aeruginosa_WH-SGI-V-07050_3348,0
Pseudomonas_aeruginosa_WH-SGI-V-07167_3351,0
Pseudomonas_aeruginosa_WH-SGI-V-07181_3362,0
Pseudomonas_aeruginosa_WH-SGI-V-07263_3527,0
Pseudomonas_aeruginosa_WH-SGI-V-07265_3526,0
Pseudomonas_aeruginosa_WH-SGI-V-07266_3574,0
Pseudomonas_aeruginosa_WH-SGI-V-07268_3603,0
Pseudomonas_aeruginosa_WH-SGI-V-07276_3575,0
Pseudomonas_aeruginosa_WH-SGI-V-07277_3576,0
Pseudomonas_aeruginosa_WH-SGI-V-07278_3572,0
Pseudomonas_aeruginosa_WH-SGI-V-07279_3573,0
Pseudomonas_aeruginosa_WH-SGI-V-07280_3604,0
Pseudomonas_aeruginosa_WH-SGI-V-07296_3584,0
Pseudomonas_aeruginosa_WH-SGI-V-07299_3566,0
Pseudomonas_aeruginosa_WH-SGI-V-07306_3587,0
Pseudomonas_aeruginosa_WH-SGI-V-07309_3588,0
Pseudomonas_aeruginosa_WH-SGI-V-07326_3613,0
Pseudomonas_aeruginosa_WH-SGI-V-07327_3614,0
Pseudomonas_aeruginosa_WH-SGI-V-07328_3599,0
Pseudomonas_aeruginosa_WH-SGI-V-07329_3600,0
Pseudomonas_aeruginosa_WH-SGI-V-07330_3601,0
Pseudomonas_aeruginosa_WH-SGI-V-07368_3382,0
Pseudomonas_aeruginosa_X13273,0
Pseudomonas_aeruginosa_X24509,0
Pseudomonas_aeruginosa_X9820_6393,0
Pseudomonas_aeruginosa_Y31_6550,0
Pseudomonas_aeruginosa_Y71_9532,0
Pseudomonas_aeruginosa_Y82_7124,0
Pseudomonas_aeruginosa_Y89_7172,0
Pseudomonas_aeruginosa_Zw75_2_10557,0
Pseudomonas_aeruginosa_Zw9_10568,0
Pseudomonas_amygdali_pv._aesculi_2279,0
Pseudomonas_cedrina_DSM_17516_5597,0
Pseudomonas_citronellolis_TTU2014-008ASC,0
Pseudomonas_citronellolis_TTU2014-011ASC,0
Pseudomonas_denitrificans_106_PDEN,0
Pseudomonas_denitrificans_1151_PDEN,0
Pseudomonas_denitrificans_1184_PDEN,0
Pseudomonas_denitrificans_1269_PDEN,0
Pseudomonas_denitrificans_1298_PDEN,0
Pseudomonas_denitrificans_1332_PDEN,0
Pseudomonas_denitrificans_816_PDEN,0
Pseudomonas_denitrificans_817_PDEN,0
Pseudomonas_denitrificans_90_PDEN,0
Pseudomonas_denitrificans_994_PDEN,0
Pseudomonas_fluorescens_AU10414_2965,0
Pseudomonas_fluorescens_AU1044_7852,0
Pseudomonas_fluorescens_AU11122_2973,0
Pseudomonas_fluorescens_AU11136_2975,0
Pseudomonas_fluorescens_AU11164_2968,0
Pseudomonas_fluorescens_AU11235_2967,0
Pseudomonas_fluorescens_AU12597_2974,0
Pseudomonas_fluorescens_AU12644_2969,0
Pseudomonas_fluorescens_AU2390_2972,0
Pseudomonas_fluorescens_AU7350_2966,0
Pseudomonas_fluorescens_CPM15_9422,0
Pseudomonas_fluorescens_NCTC10392_7095,0
Pseudomonas_fulva_FDAARGOS_167,0
Pseudomonas_mendocina_1223_PMEN_2993,0
Pseudomonas_mendocina_1267_PMEN_2994,0
Pseudomonas_mendocina_150_PMEN_2995,0
Pseudomonas_monteilii_CD10_2,0
Pseudomonas_monteilii_DSM_14164,0
Pseudomonas_monteilii_FDAARGOS_171_6977,0
Pseudomonas_monteilii_GTC_10899_5717,0
Pseudomonas_monteilii_NBRC_103158,0
Pseudomonas_monteilii_QM,0
Pseudomonas_mosselii_DSM_17497,0
Pseudomonas_otitidis_LMG_23769,0
Pseuodmonas_poae_RE_1-1-14,0
Pseudomonas_protegens_231_PPRO_3005,0
Pseudomonas_pseudoalcaligenes_PAM-1_5956,0
Pseudomonas_putida_12917_11526,0
Pseudomonas_putida_142223_11525,0
Pseudomonas_putida_791_PPUT_3021,0
Pseudomonas_putida_FDAARGOS_376_6746,0
Pseudomonas_putida_FDAARGOS_409_7271,0
Pseudomonas_putida_FDAARGOS_516_11528,0
Pseudomonas_putida_PC9,0
Pseudomonas_putida_PP112420,0
Pseudomonas_putida_PSP2_4063,0
Pseudomonas_putida_PSP3_4061,0
Pseudomonas_putida_PSP4_4064,0
Pseudomonas_rhodesiae_FF9_11590,0
Pseudomonas_sp_2_1_26_686,0
Pseudomonas_sp_AU11048_5033,0
Pseudomonas_sp_AU12215_AU12215_4094,0
Pseudomonas_sp_AU14541_5072,0
Pseudomonas_sp_AU9518_5594,0
Pseudomonas_sp_CB1_3040,0
Pseudomonas_sp_FFUP_PS_41_7080,0
Pseudomonas_sp_FFUP_PS_473_6095,0
Pseudomonas_sp_GL93_9494,0
Pseudomonas_sp_GTC_16473_5689,0
Pseudomonas_sp_GTC_16481_5598,0
Pseudomonas_sp_HMSC057H01_5372,0
Pseudomonas_sp_HMSC059F05_5271,0
Pseudomonas_sp_HMSC060F12_5057,0
Pseudomonas_sp_HMSC060G01_5410,0
Pseudomonas_sp_HMSC060G02_5375,0
Pseudomonas_sp_HMSC061A10_5017,0
Pseudomonas_sp_HMSC072F09_5362,0
Pseudomonas_sp_HMSC073F05_5346,0
Pseudomonas_sp_HMSC075A08_5544,0
Pseudomonas_sp_HMSC076A11_5222,0
Pseudomonas_sp_HMSC076A12_5331,0
Pseudomonas_sp_HMSC11A05_5574,0
Pseudomonas_sp_HMSC16B01_5418,0
Pseudomonas_sp_HMSC75E02_5164,0
Pseudomonas_sp_NBRC_111120_5019,0
Pseudomonas_sp_NBRC_111122_5058,0
Pseudomonas_sp_NBRC_111126_5488,0
Pseudomonas_sp_QC2_7222,0
Pseudomonas_sp._A214,0
Pseudomonas_sp._HMSC08G10,0
Pseudomonas_sp._MRSN12121,0
Pseudomonas_stutzeri_267_PSTU_3073,0
Pseudomonas_stutzeri_40D2_5302,0
Pseudomonas_stutzeri_C2,0
Pseudomonas_stutzeri_CCUG_44592_6293,0
Pseudomonas_stutzeri_PheN2_9486,0
Pseudomonas_aeruginosa_12-4-4_59_,0
Pseudomonas_aeruginosa_LiP5_10027,0
Pseudomonas_sp._Z003-0.4C_8344-21_,0
Pseudomonas_sp._IS8,0
Pseudomonas_sp._IS6,0
Pseudomonas_sp._C2L12B,0
Pseudomonas_sp._CA3A,0
Pseudomonas_sp._C2L11,0
Pseudomonas_aeruginosa_PBIO712,0
Pseudomonas_avellanae_NCPPB_2254_contigs,0
Pseudomonas_bohemica_IA19_6358,0
Pseudomonas_coleopterorum_LMG_28558,0
Pseudomonas_dryadis_FRB_230,0
Pseudomonas_prosekii_A2-NA12,0
Pseudomonas_prosekii_A2-NA13,0
Pseudomonas_sp_P18A_11544,0
Pseudomonas_sp_P26B_9495,0
Pseudomonas_sp_P27B_7391,0
Pseudomonas_sp._Ag1,0
Pseuodmonas_sp_Larv2,0
Pseudomonas_stutzeri_AR9-4_4120,0
Pseudomonas_aeruginosa_PBIO713,0
Pseudomonas_sp._P1.31,1
Pseudomonas_aeruginosa_1098_10263,1
Pseudomonas_aeruginosa_856_contigs,1
Pseudomonas_aeruginosa_886-1_contigs,1
Pseudomonas_aeruginosa_903_contigs,1
Pseudomonas_aeruginosa_994_contigs,1
Pseudomonas_aeruginosa_A237_contigs,1
Pseudomonas_aeruginosa_AUS120_10279,1
Pseudomonas_aeruginosa_AUS124_10218,1
Pseudomonas_aeruginosa_AUS138_10215,1
Pseudomonas_aeruginosa_AUS149_10191,1
Pseudomonas_aeruginosa_AUS154_10212,1
Pseudomonas_aeruginosa_AUS165_10211,1
Pseudomonas_aeruginosa_AUS186_10304,1
Pseudomonas_aeruginosa_AUS207_10244,1
Pseudomonas_aeruginosa_AUS213_10296,1
Pseudomonas_aeruginosa_AUS225_10241,1
Pseudomonas_aeruginosa_AUS229_10299,1
Pseudomonas_aeruginosa_AUS232_10240,1
Pseudomonas_aeruginosa_AUS283_10226,1
Pseudomonas_aeruginosa_AUS309_10193,1
Pseudomonas_aeruginosa_AUS336_10236,1
Pseudomonas_aeruginosa_AUS345_10195,1
Pseudomonas_aeruginosa_AUS353_10276,1
Pseudomonas_aeruginosa_AUS389_10285,1
Pseudomonas_aeruginosa_AUS392_10209,1
Pseudomonas_aeruginosa_AUS423_10300,1
Pseudomonas_aeruginosa_AUS441_10197,1
Pseudomonas_aeruginosa_AUS442_10199,1
Pseudomonas_aeruginosa_AUS456_10653,1
Pseudomonas_aeruginosa_AUS457_contigs,1
Pseudomonas_aeruginosa_AUS460_10293,1
Pseudomonas_aeruginosa_AUS483_10208,1
Pseudomonas_aeruginosa_GER_MD14_1510_Pae_083_7332,1
Pseudomonas_aeruginosa_IC1_contigs,1
Pseudomonas_aeruginosa_IDEXX_Canine4_contigs,1
Pseudomonas_aeruginosa_IDEXX_Canine8_contigs,1
Pseudomonas_aeruginosa_Jp245_contigs,1
Pseudomonas_aeruginosa_KCJK8014_6402,1
Pseudomonas_aeruginosa_KCJK8015_7165,1
Pseudomonas_aeruginosa_KCJK8016_5927,1
Pseudomonas_aeruginosa_LiA131_2005_10162,1
Pseudomonas_aeruginosa_LiA133_2003_contigs,1
Pseudomonas_aeruginosa_LiA161_2005_10112,1
Pseudomonas_aeruginosa_LiA179_2006_10111,1
Pseudomonas_aeruginosa_LiA18_2003_10108,1
Pseudomonas_aeruginosa_LiA50_2005_10154,1
Pseudomonas_aeruginosa_LiA63_2006_10107,1
Pseudomonas_aeruginosa_LiA91_2004_10160,1
Pseudomonas_aeruginosa_PA-W47_10308,1
Pseudomonas_aeruginosa_SCVFeb,1
Pseudomonas_aeruginosa_SCVJan,1
Pseudomonas_aeruginosa_USDA-ARS-USMARC-41639,1
Pseudomonas_aeruginosa_VET-120_contigs,1
Pseudomonas_aeruginosa_VET-121_contigs,1
Pseudomonas_aeruginosa_VET-122_contigs,1
Pseudomonas_aeruginosa_VET-123_contigs,1
Pseudomonas_aeruginosa_VET-124_contigs,1
Pseudomonas_aeruginosa_VET-125_contigs,1
Pseudomonas_aeruginosa_VET-21_contigs,1
Pseudomonas_aeruginosa_VET-22_contigs,1
Pseudomonas_aeruginosa_VET-23_contigs,1
Pseudomonas_aeruginosa_VET-24_contigs,1
Pseudomonas_aeruginosa_VET-25_contigs,1
Pseudomonas_aeruginosa_VET-26_contigs,1
Pseudomonas_aeruginosa_VET-27_contigs,1
Pseudomonas_aeruginosa_VET-28_contigs,1
Pseudomonas_aeruginosa_VET-29_contigs,1
Pseudomonas_aeruginosa_VET-31_contigs,1
Pseudomonas_aeruginosa_VET-32_contigs,1
Pseudomonas_aeruginosa_VET-33_contigs,1
Pseudomonas_aeruginosa_VET-34_contigs,1
Pseudomonas_aeruginosa_VET-35_contigs,1
Pseudomonas_aeruginosa_VET-36_contigs,1
Pseudomonas_aeruginosa_VET-39-D2_contigs,1
Pseudomonas_aeruginosa_VET-40_contigs,1
Pseudomonas_aeruginosa_VET-41_contigs,1
Pseudomonas_aeruginosa_VET-42_contigs,1
Pseudomonas_aeruginosa_VET-43_contigs,1
Pseudomonas_aeruginosa_VET-44_contigs,1
Pseudomonas_aeruginosa_VET-45_contigs,1
Pseudomonas_aeruginosa_VET-46_contigs,1
Pseudomonas_aeruginosa_VET-47_contigs,1
Pseudomonas_aeruginosa_VET-48_contigs,1
Pseudomonas_aeruginosa_VET-49_contigs,1
Pseudomonas_aeruginosa_VET-50_contigs,1
Pseudomonas_aeruginosa_VET-51_contigs,1
Pseudomonas_aeruginosa_VET-53_contigs,1
Pseudomonas_aeruginosa_VET-54_contigs,1
Pseudomonas_aeruginosa_VET-57_contigs,1
Pseudomonas_aeruginosa_VET-58_contigs,1
Pseudomonas_aeruginosa_VET-63_contigs,1
Pseudomonas_aeruginosa_VET-67_contigs,1
Pseudomonas_aeruginosa_VET-68_contigs,1
Pseudomonas_aeruginosa_VET-70_contigs,1
Pseudomonas_aeruginosa_VET-76_contigs,1
Pseudomonas_aeruginosa_VET-78_contigs,1
Pseudomonas_avellanae_ICMP_4330_contigs,1
Pseudomonas_fluorescens_isolate_SRM1_2950,1
Pseudomonas_fluorescens_PL54_6423,1
Pseudomonas_fragi_F1786_6418,1
Pseudomonas_helleri_DSM_28141_3043,1
Pseudomonas_lactis_DSM_29167,1
Pseudomonas_lundensis_L1788_6193,1
Pseudomonas_paralactis_DSM_29164,1
Pseudomonas_pseudoalcaligenes_NBRC_14167,1
Pseudomonas_putida_NRRL_B-251_11536,1
Pseudomonas_putida_NRRL_B-252_11535,1
Pseudomonas_simiae_CCUG_50988_4067,1
Pseudomonas_sp_AFG_SD02_1510_Pfu_092_5912,1
Pseudomonas_sp_DSM_28140_3042,1
Pseudomonas_sp_DSM_29142_3737,1
Pseudomonas_sp_DSM_29164_3738,1
Pseudomonas_sp_DSM_29167_3739,1
Pseudomonas_sp._TTU2014-066ASC,1
Pseudomonas_sp._TTU2014-080ASC,1
Pseudomonas_sp._TTU2014-096BSC,1
Pseudomonas_sp._TTU2014-105ASC,1
Pseudomonas_syringae_pv_delphinii_ICMP529_3824,1
Pseudomonas_alcaligenes_OT_69,0
Pseudomonas_stutzeri_MF28,0
Pseudomonas_aeruginosa_NA04_7242,0
Pseudomonas_brenneri_BIGb0273,0
Pseudomonas_fluorescens_GcM5-1A,0
Pseudomonas_fluorescens_MYb12_7274,0
Pseudomonas_fluorescens_MYb17_7240,0
Pseudomonas_fluorescens_MYb22_6111,0
Pseudomonas_helmanticensis_BIGb0525,0
Pseudomonas_lurida_MYb1,0
Pseudomonas_lurida_MYb11,0
Pseudomonas_lurida_MYb16,0
Pseudomonas_mendocina_2.2,0
Pseudomonas_poae_MYb114,0
Pseudomonas_poae_MYb117,0
Pseudomonas_protegens_BIGb0404,0
Pseudomonas_protegens_JUb28,0
Pseudomonas_psychrophila_BIGb0477,0
Pseudomonas_putida_B2017,0
Pseudomonas_putida_BIGb0473,0
Pseudomonas_putida_JUb85,0
Pseudomonas_sp._JUb52,0
Pseudomonas_sp._M47T1,0
Pseudomonas_sp._MYb115,0
Pseudomonas_sp._MYb13,0
Pseudomonas_sp._MYb187,0
Pseudomonas_sp._MYb193,0
Pseudomonas_sp._MYb2,0
Pseudomonas_sp._MYb3,0
Pseudomonas_sp._MYb60,0
Pseudomonas_trivialis_MYb75,0
Pseudomonas_aeruginosa_MED26,0
Pseudomonas_oleovorans_LMG_2229,0
Pseudomonas_oleovorans_DSM_1045_6775,0
Pseudomonas_sp_Fig-3_7507,0
Pseudomonas_mohnii_DSM_18327,0
Pseudomonas_sp_AOB-7_11585,0
Pseudomonas_stutzeri_DW2-1_6394,0
Pseudomonas_kunmingensis_DSM_25974,0
Pseudomonas_sp_BRM28_6516,0
Pseudomonas_aeruginosa_MED02_11123,0
Pseudomonas_aeruginosa_MED12_11135,0
Pseudomonas_aeruginosa_MED24_11145,0
Pseudomonas_sp_HMSC066A08_5629,0
Pseudomonas_sp_HMSC066B11_7001,0
Pseudomonas_kunmingensis_BUN14_7190,0
Pseudomonas_brassicacearum_CDVBN10,0
Pseudomonas_orientalis_CDVBN20,0
Pseudomonas_aeruginosa_CR1_7655,0
Pseudomonas_aeruginosa_DR1_2575,0
Pseudomonas_aeruginosa_E2,0
Pseudomonas_aeruginosa_E2_285,0
Pseudomonas_aeruginosa_E2_660,0
Pseudomonas_aeruginosa_Env_1_6932,0
Pseudomonas_aeruginosa_Env_11_6793,0
Pseudomonas_aeruginosa_Env_12_6238,0
Pseudomonas_aeruginosa_Env_14_6756,0
Pseudomonas_aeruginosa_Env_16_7060,0
Pseudomonas_aeruginosa_Env_32_6626,0
Pseudomonas_aeruginosa_env103_7282,0
Pseudomonas_aeruginosa_env104_6875,0
Pseudomonas_aeruginosa_L10_6318,0
Pseudomonas_aeruginosa_LV_6231,0
Pseudomonas_aeruginosa_M18,0
Pseudomonas_aeruginosa_m183_6493,0
Pseudomonas_aeruginosa_NFHH01,0
Pseudomonas_aeruginosa_P27b_7290,0
Pseudomonas_aeruginosa_PGPR2,0
Pseudomonas_aeruginosa_WH-SGI-V-07287_3607,0
Pseudomonas_amygdali_5270_7275,0
Pseudomonas_amygdali_7968A_6794,0
Pseudomonas_amygdali_814_98_6370,0
Pseudomonas_amygdali_ICMP3918_3649,0
Pseudomonas_amygdali_NM002_5127,0
Pseudomonas_amygdali_pv_aesculi_2250_375,0
Pseudomonas_amygdali_pv_aesculi_NCPPB_3681_486,0
Pseudomonas_amygdali_pv_ciccaronei_ICMP5710_3654,0
Pseudomonas_amygdali_pv_dendropanacis_CFBP_3226_2905,0
Pseudomonas_amygdali_pv_dendropanacis_ICMP9150_3652,0
Pseudomonas_amygdali_pv_hibisci_ICMP9623_3650,0
Pseudomonas_amygdali_pv_mellea_ICMP5711_3655,0
Pseudomonas_amygdali_pv_myricae_ICMP7118_3653,0
Pseudomonas_amygdali_pv_photiniae_ICMP7840_3651,0
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,0
Pseudomonas_amygdali_pv_tabaci_ICMP2835_3656,0
Pseudomonas_amygdali_pv_ulmi_ICMP3962_3657,0
Pseudomonas_amygdali_pv._aesculi_2306,0
Pseudomonas_amygdali_pv._aesculi_2315,0
Pseudomonas_amygdali_pv._aesculi_2329,0
Pseudomonas_amygdali_pv._aesculi_2336,0
Pseudomonas_amygdali_pv._eriobotryae_CFBP_2343,0
Pseudomonas_amygdali_pv._morsprunorum_2341,0
Pseudomonas_amygdali_pv._morsprunorum_HRI-W_5261,0
Pseudomonas_amygdali_pv._morsprunorum_HRI-W_5269,0
Pseudomonas_amygdali_pv._myricae_CFBP_2897,0
Pseudomonas_amygdali_pv._ulmi_CFBP_1407,0
Pseudomonas_amygdali_R15244_5851,0
Pseudomonas_amygdali_R19326_7321,0
Pseudomonas_amygdali_R19629_6891,0
Pseudomonas_amygdali_R19646_6396,0
Pseudomonas_amygdali_R19657_6468,0
Pseudomonas_argentinensis_SA190_5658,0
Pseudomonas_asplenii_4A7_6887,0
Pseudomonas_avellanae_BPIC_631,0
Pseudomonas_avellanae_CRAFRUec1,0
Pseudomonas_avellanae_R25255,0
Pseudomonas_avellanae_R25260,0
Pseudomonas_avellanae_R29095,0
Pseudomonas_avellanae_R2leaf,0
Pseudomonas_avellanae_R2sc214,0
Pseudomonas_azotoformans_DSM_18862_5651,0
Pseudomonas_azotoformans_LMG_21611_5216,0
Pseudomonas_azotoformans_SC_14_9376,0
Pseudomonas_baetica_a390_6594,0
Pseudomonas_balearica_st101,0
Pseudomonas_brassicacearum_L13-6-12,0
Pseudomonas_brassicacearum_subsp_brassicacearum_NFM421_158,0
Pseudomonas_brassicacearum_TM1A3,0
Pseudomonas_cannabina_ICMP2823_3659,0
Pseudomonas_cannabina_pv._alisalensis_PSa1-3,0
Pseudomonas_caricapapayae_ICMP2855_3660,0
Pseudomonas_caspiana_FBF102,0
Pseudomonas_cerasi_58T,0
Pseudomonas_cerasi_isolate_Sour_cherry_Prunus_cerasus_symptoma_4022,0
Pseudomonas_chlororaphis_ATCC_9446_6491,0
Pseudomonas_chlororaphis_aurantiaca_PB-St2,0
Pseudomonas_chlororaphis_aureofaciens_30-84,0
Pseudomonas_chlororaphis_B25_7556,0
Pseudomonas_chlororaphis_chlororaphis_GP72,0
Pseudomonas_chlororaphis_HT66,0
Pseudomonas_chlororaphis_Pb-St2_7549,0
Pseudomonas_chlororaphis_StFRB508_6952,0
Pseudomonas_chlororaphis_subsp_aurantiaca_449_7539,0
Pseudomonas_chlororaphis_subsp_aurantiaca_464_7550,0
Pseudomonas_chlororaphis_subsp_aurantiaca_CW2_7540,0
Pseudomonas_chlororaphis_subsp_aurantiaca_M12_7538,0
Pseudomonas_chlororaphis_subsp_aurantiaca_M71_7541,0
Pseudomonas_chlororaphis_subsp_aurantiaca_PCM_2210_7542,0
Pseudomonas_chlororaphis_subsp_aurantiaca_Q16_7543,0
Pseudomonas_chlororaphis_subsp_aureofaciens_30-84_479,0
Pseudomonas_chlororaphis_subsp_aureofaciens_66_7546,0
Pseudomonas_chlororaphis_subsp_aureofaciens_C50_7545,0
Pseudomonas_chlororaphis_subsp_aureofaciens_ChPhzTR18_7555,0
Pseudomonas_chlororaphis_subsp_aureofaciens_ChPhzTR36_7552,0
Pseudomonas_chlororaphis_subsp_aureofaciens_ChPhzTR38_7557,0
Pseudomonas_chlororaphis_subsp_aureofaciens_ChPhzTR39_7554,0
Pseudomonas_chlororaphis_subsp_aureofaciens_P2_7544,0
Pseudomonas_chlororaphis_subsp_chlororaphis_GP72_377,0
Pseudomonas_chlororaphis_subsp_piscium_ChPhzTR44_7534,0
Pseudomonas_chlororaphis_subsp_piscium_DTR133_7529,0
Pseudomonas_chlororaphis_subsp_piscium_PCL1391_7530,0
Pseudomonas_chlororaphis_subsp_piscium_PCL1607_7531,0
Pseudomonas_chlororaphis_subsp_piscium_ToZa7_7535,0
Pseudomonas_chlororaphis_TAMOak81_7536,0
Pseudomonas_chlororaphis_YL-1,0
Pseudomonas_chlororaphis_ZJU60_6778,0
Pseudomonas_citronellolis_P3B5,0
Pseudomonas_congelans_DM2.1.12.02A,0
Pseudomonas_congelans_LMG_21466,0
Pseudomonas_congelans_LP205a,0
Pseudomonas_congelans_ME812.2b,0
Pseudomonas_congelans_NL.P123,0
Pseudomonas_congelans_RMX815.1a,0
Pseudomonas_coronafaciens_pv_atropurpurea_ICMP4457_3668,0
Pseudomonas_coronafaciens_pv_garcae_ICMP4323_3667,0
Pseudomonas_coronafaciens_pv_oryzae_ICMP9088_3669,0
Pseudomonas_coronafaciens_pv_porri_ICMP8961_3670,0
Pseudomonas_coronafaciens_pv_zizaniae_ICMP8921_3671,0
Pseudomonas_corrugata_CFBP_5454,0
Pseudomonas_corrugata_CFBP5403,0
Pseudomonas_corrugata_CFBP5454,0
Pseudomonas_corrugata_DSM_7228,0
Pseudomonas_corrugata_NCPPB2445,0
Pseudomonas_corrugata_RM1-1-4_4028,0
Pseudomonas_corrugata_TEIC1148,0
Pseudomonas_ficuserectae_ICMP7848_6209,0
Pseudomonas_floridensis_GEV388,0
Pseudomonas_fluorescens_513,0
Pseudomonas_fluorescens_A3422A_5090,0
